Technology_Text__c,Sub_Technology_Text__c,SW_Version__c,num,Norm_SWV
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.3.3.7,1,2.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.1.2.7,2,2.1.2.7
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,Cisco Catalyst Center-2.3.3.7.72328,1,2.3.3.7.72328
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,DNAC-SW-2.3.3.4.iso,3,2.3.3.4
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.2.2.9,1,2.2.2.9
Cisco DNA Center - On-Prem,Cisco DNA Center - Assurance,2.1.2.7-AIRGAP,1,2.1.2.7
Wireless,MSE / WIPS,AIR-MSE,3,AIR-MSE
Wireless,MSE / WIPS,MSE-VA-8-0-130-0.ova,3,8.0.130.0
Wireless,MSE / WIPS,WLC MGMT/ERROR MSG,3,WLC MGMT/ERROR MSG
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Unexpected Infrastructure Reboot (IOM, Fabric Interconnect, etc.)",ucs-c240m5-huu-4.1.2b.iso,3,4.1.2b
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Unexpected Infrastructure Reboot (IOM, Fabric Interconnect, etc.)",N10-MGT UCSM 3.1(2),3,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Unexpected Infrastructure Reboot (IOM, Fabric Interconnect, etc.)",4.1(3c),1,4.1.3c
Data Center and Storage Networking,Nexus 2000 Series Fabric Extenders - Switching Issue,NA - RMA,3,NA - RMA
Identity Services Engine (ISE) - 2.1 and Prior,Authentication / Authorization,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Cisco DNA Center - On-Prem,Cisco DNA Center - License Manager (Licensing),DNAC-SW-2.2.2.6.bin,3,2.2.2.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Plug and Play (PnP),2.2.3.5,1,2.2.3.5
LAN Switching,"Cat6000, 6500 Troubleshooting Module and port issues",C3745_RM2.srec.122-8r.T2,3,122.8r
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ISE-2.4.0.357-6.5OVA-Eval.ova,3,2.4.0.357.6.5OV
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ISE-2.3.0.298-virtual-eval.ova,6,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ise-2.3.0.298.SPA.x86_64.iso,12,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,15216EdfaFw_2.3.14,3,15216Ed
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ISE-2.3.0.298-virtual-SNS3495-200.ova,3,2.3.0.298
Identity Services Engine (ISE) - 2.3 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.3.0,1,2.3.0
Voice - Communications Manager,"Certificates (CTL, ITL, TVS, TLS, SRTP, eTokens, Agent Flow SSO, Secure Conferencing)",11.5.1,2,11.5.1
Voice - Communications Manager,"Certificates (CTL, ITL, TVS, TLS, SRTP, eTokens, Agent Flow SSO, Secure Conferencing)",THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center Storage and Storage Area Networking (SAN),HyperFlex - Cisco Intersight,storfs-packages-4.0.2d-35606.tgz,3,4.0.2d
Data Center Storage and Storage Area Networking (SAN),HyperFlex - Cisco Intersight,ucs-6400-k9-bundle-infra.4.2.1l.A.bin,3,4.2.1l
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS Virtualization Software - VMware (ISV1 contract required),NA - RMA,3,NA - RMA
Security - Management,Cisco Security Manager (CSM) - Firewall Issues,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Security - Management,Cisco Security Manager (CSM) - Firewall Issues,6.6.5,1,6.6.5
Security - Management,Cisco Security Manager (CSM) - Firewall Issues,9.6.4,1,9.6.4
Data Center and Storage Networking,Nexus 5000 Series Switch - Switching Issue,n5000-uk9-kickstart.5.2.1.N1.1.bin,3,5.2.1
Data Center and Storage Networking,Nexus 5000 Series Switch - Switching Issue,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center and Storage Networking,Nexus 5000 Series Switch - Switching Issue,N5000-UK9.7.1.4.N1.1,3,7.1.4
Identity Services Engine (ISE) - 2.3,Authentication / Authorization,2.3.0,4,2.3.0
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Unexpected Server Reboot,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Unexpected Server Reboot,N10-MGT UCSM 3.1(2),3,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Unexpected Server Reboot,4.2(1m),1,4.2.1m
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Unexpected Server Reboot,4.1(3c),1,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-B Unexpected Server Reboot,4.1(3i),1,4.1.3i
SWL - L1 - Non tech specific,SWL - L1 - Smart Account support,NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C UCSM Integration,PRODUCT_NOT_FOUND,3,PRODUCT_NOT_FOUND
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C UCSM Integration,N10-MGT UCSM 3.1(2),3,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C UCSM Integration,4.1(3c),1,4.1.3c
Security - Network Firewalls and Intrusion Prevention Systems,FWSM (Firewall Services Module),ASA,3,ASA
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-C Authentication and Monitoring Issues (LDAP, RADIUS, TACACS, Users, Roles, SNMP, Traffic Monitoring / SPAN )",N10-MGT UCSM 2.2(5),3,2.2.5
Identity Services Engine (ISE) - 2.6 and Prior,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ise-2.6.0.156.SPA.x86_64.iso,12,2.6.0.156
Identity Services Engine (ISE) - 2.3,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.2.0,1,2.2.0
Identity Services Engine (ISE) - 2.3,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.3.0,3,2.3.0
Identity Services Engine (ISE) - 2.3,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2,1,2
Identity Services Engine (ISE) - 2.3,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,xxx,1,xxx
Identity Services Engine (ISE) - 2.3,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.1.0,1,2.1.0
Identity Services Engine (ISE) - 2.3,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.4.0,1,2.4.0
NMS (Network Management Services),"Prime Infrastructure 3.2  (performance, process crash and wired)",3.2,1,3.2
LAN Switching,Cat9000 - Unexpected Reboot,cat9k_iosxe.16.12.04.SPA.bin,3,16.12.04
LAN Switching,Cat9000 - Unexpected Reboot,16.12.4,1,16.12.4
LAN Switching,"Catalyst Security - DHCP Snooping, IP Source Guard, Dynamic ARP Inspection",asr1000rpx86-universalk9.17.03.04a.SPA.bin,3,17.03.04a
LAN Switching,"Catalyst Security - DHCP Snooping, IP Source Guard, Dynamic ARP Inspection",cat9k_iosxe.16.12.04.SPA.bin,3,16.12.04
Wireless,Wireless Services Module 2 (WS-SVC-WISM2),WLC SOFTWARE/UPGRADE,6,WLC SOFTWARE/UPGRADE
Data Center and Storage Networking,Nexus 7000 Series Switch - IPv4 Routing Protocols (BGP),n7000-s1-dk9.6.2.16.bin,3,6.2.16
Data Center and Storage Networking,Nexus 7000 Series Switch - IPv4 Routing Protocols (BGP),6.2(2),1,6.2.2
Identity Services Engine (ISE) - 2.3 and Prior,APIs (pxGrid / REST),2.6.0,1,2.6.0
Voice - Communications Manager,Business Edition 6000 series / 7000 series with UCM,11.5.1,1,11.5.1
Smart Services Capabilities,Smart Call Home(No Smart licensing),THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Smart Services Capabilities,Smart Call Home(No Smart licensing),SMART CALL HOME (SCH),6,SMART CALL HOME (SCH)
Data Center and Storage Networking,Nexus 2000 Series Fabric Extenders - Unexpected Reboot,nxos.7.0.3.I7.3.bin,3,7.0.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - SAN/Remote Boot (iSCSI, FCoE, Fibre Channel, etc.)",3.1(2),2,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - SAN/Remote Boot (iSCSI, FCoE, Fibre Channel, etc.)",1,1,1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - SAN/Remote Boot (iSCSI, FCoE, Fibre Channel, etc.)",N10-MGT UCSM 2.2(3),3,2.2.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Storage - SAN/Remote Boot (iSCSI, FCoE, Fibre Channel, etc.)",ucs-catalog.4.0.2d.T.bin,3,4.0.2d
Voice - Communications Manager Express (CME) and/or Unity Express (CUE),Communications Manager Express (CME) with SRST,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Voice - Communications Manager Express (CME) and/or Unity Express (CUE),Communications Manager Express (CME) with SRST,c2900-adventerprisek9-mz.SSA.151-100.T,3,151.1
Wireless,1530 Series Access Point/Outdoor Mesh,NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Cisco DNA Center - On-Prem,Cisco DNA Center - ISE Integration,DNAC-SW-2.3.3.7.iso,2,2.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - ISE Integration,1.3.3.7,1,1.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - ISE Integration,DNAC-SW-2.2.2.3.iso,3,2.2.2.3
Data Center Storage and Storage Area Networking (SAN),Cisco HyperFlex Systems,HYPERFLEX 2.0.1,6,2.0.1
Data Center Storage and Storage Area Networking (SAN),Cisco HyperFlex Systems,NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Data Center and Storage Networking,"Nexus 7000 - Routing Services (Including ACL, BFD, DHCP, HSRP, ITD, NAT, NETFLOW, NTP, PBR, PTP, SFLOW)",8.4(2),1,8.4.2
Identity Services Engine (ISE) - 3.0,ISE Upgrade/Patch/Licensing,3.1.0,1,3.1.0
Identity Services Engine (ISE) - 3.0,ISE Upgrade/Patch/Licensing,ISE-3.0.0.458-virtual-SNS3695-2400.ova,3,3.0.0.458
Identity Services Engine (ISE) - 3.0,ISE Upgrade/Patch/Licensing,ise-upgradebundle-3.0.0.458.SPA.x86_64.tar.gz,3,3.0.0.458
Identity Services Engine (ISE) - 3.0,ISE Upgrade/Patch/Licensing,3.0.0-BETA-DROP4,1,3.0.0
Wireless,5500 Series Wireless LAN Controller (AIR-CT5508),8.10.151.0,2,8.10.151.0
Wireless,5500 Series Wireless LAN Controller (AIR-CT5508),WLC SOFTWARE/UPGRADE,3,WLC SOFTWARE/UPGRADE
Identity Services Engine (ISE) - 2.2,Authentication / Authorization,ise-2.3.0.298.SPA.x86_64.iso,3,2.3.0.298
Security - Network Firewalls and Intrusion Prevention Systems,Sourcefire FirePOWER Services for ASA (SFR Modules),6.2.3,1,6.2.3
Cisco DNA Center - On-Prem,Cisco DNA Center - Software Image Management (SWIM),DNAC-SW-2.3.3.6.iso,3,2.3.3.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Software Image Management (SWIM),THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Cisco DNA Center - On-Prem,Cisco DNA Center - Software Image Management (SWIM),2.2.2.9,1,2.2.2.9
Cisco Secure Firewall Firepower - 6.4 and below,Firepower 7000 / 8000 Series Appliance 6.4 and below,7.0.4,1,7.0.4
Cisco Secure Firewall Firepower - 6.4 and below,Firepower 7000 / 8000 Series Appliance 6.4 and below,6.4.0,1,6.4.0
Identity Services Engine (ISE) - 2.7,ISE Posture,2.7.0,1,2.7.0
Identity Services Engine (ISE) - 2.3 and Prior,ISE Guest / Sponsor / SAML,2.4.0,1,2.4.0
,,Sourcefire_3D_Defense_Center_S3_Patch-6.1.0.3-57.sh,3,6.1.0.3.57
Identity Services Engine (ISE) - 2.3 and Prior,Authentication / Authorization,2.6.0,1,2.6.0
Application Networking Services,CSM (Content Switch Module),THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Application Networking Services,CSM (Content Switch Module),CSM,6,CSM
LAN Switching,LAN Switching Cat6500 (Supervisor 720) Standalone,cat4500e-universalk9.SPA.03.02.05.SG.150-2.SG5.bin,3,03.02.05
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Integration (Estreamer, SIEM, API, Connector, SAL)",ftd-6.3.0-83.pkg,3,6.3.0.83
Adaptive Security Appliance,ASA Firepower Devices - Non-VPN,9.16(2)3,1,9.16.2.3
Adaptive Security Appliance,ASA Firepower Devices - Non-VPN,cisco-asa.9.14.2.4.SPA.csp,3,9.14.2.4
Adaptive Security Appliance,ASA Firepower Devices - Non-VPN,9.14(2)4,1,9.14.2.4
Adaptive Security Appliance,ASA Firepower Devices - Non-VPN,9.14.1,1,9.14.1
Identity Services Engine (ISE) - 2.6 and Prior,ISE Authentication / Authorization,2.6.0,1,2.6.0
Identity Services Engine (ISE) - 2.6 and Prior,ISE Authentication / Authorization,ISE-2.6.0.156-virtual-SNS3615-SNS3655-200.ova,3,2.6.0.156
Application Networking Services,ACE10/20 Application Control Engine Module,CSM,3,CSM
Data Center and Storage Networking,"Nexus 7000 Series Switch - IPv4 Routing Protocols (OSPF, EIGRP, ISIS, RIP)",n7000-s1-dk9-npe.7.2.1.D1.1.bin,3,7.2.1
Data Center and Storage Networking,"Nexus 7000 Series Switch - IPv4 Routing Protocols (OSPF, EIGRP, ISIS, RIP)",n7700-s2-dk9.7.3.0.DX.1.bin,3,7.3.0
Data Center and Storage Networking,"Nexus 7000 Series Switch - IPv4 Routing Protocols (OSPF, EIGRP, ISIS, RIP)",7.3(3)D1(1),1,7.3.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Thermal, Fans, and Power Supply Alerts",CIMC 2.0,3,2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Thermal, Fans, and Power Supply Alerts",NA - RMA,3,NA - RMA
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Thermal, Fans, and Power Supply Alerts",N10-MGT UCSM 3.1(2),3,3.1.2
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Thermal, Fans, and Power Supply Alerts",2.1(1),1,2.1.1
LAN Switching,"Cat6000, 6500 (Supervisor 1, 1a, 2, or 720)",NA - COMPONENT ONLY,6,NA - COMPONENT ONLY
LAN Switching,"Cat6000, 6500 (Supervisor 1, 1a, 2, or 720)",THIRD_PARTY_PRODUCT_SW,6,THIRD_PARTY_PRODUCT_SW
Data Center and Storage Networking,Nexus 9300 ( Non EX/FX/GX/R Series) - VXLAN/EVPN/LISP,9.3(5),1,9.3.5
LAN Switching,QoS on Catalyst Switches,c6848x-adventerprisek9-mz.SPA.155-1.SY1,3,155.1
Cisco Secure Firewall Firepower - 7.2,Firepower - Crash / Traceback / Coredump / Other Platform Issues - 7.2,7.0.4,1,7.0.4
Security - Network Firewalls and Intrusion Prevention Systems,"FireSIGHT / FirePOWER - Identity Policy, Realms, User Agent, External Authentication, ISE Integration, pxGrid Integration (Sourcefire)",Cisco_FTD_Patch-6.4.0.5-23.sh.REL.tar,3,6.4.0.5.23
Other,Other,NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
Wireless,1810 Series Wallplate Access Points (AIR-AP1810W),8.3.90.36,1,8.3.90.36
Cisco DNA Center - On-Prem,Cisco DNA Center - Certificate Management,2.2.2.9,1,2.2.2.9
Telepresence,Expressway-C and E (Do not use for MRA or Collab Edge),X12.6.1,1,12.6.1
Telepresence,Expressway-C and E (Do not use for MRA or Collab Edge),X12.7.1,1,12.7.1
Telepresence,Expressway-C and E (Do not use for MRA or Collab Edge),X12.5.1,2,12.5.1
Telepresence,Expressway-C and E (Do not use for MRA or Collab Edge),X8.9.1,1,8.9.1
Data Center and Storage Networking,Data Center Network Manager (DCNM),11.5(1),6,11.5.1
Cloud and Hybrid Products,Webex user management,CISCO SPARK CONTROL HUB 56,3,56
Cloud and Hybrid Products,Webex user management,PRODUCT_NOT_FOUND,3,PRODUCT_NOT_FOUND
Identity Services Engine (ISE) - 2.4,ISE Dashboards / LiveLogs / Context Visibility,THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
LAN Switching,Cat9200,cat9k_lite_iosxe.16.12.04.SPA.bin,3,16.12.04
Security - VPN and Mobility,VPN with Routers (IPsec),9.9.2 Interim,1,9.9.2
Security - Access Control - AAA and Policy Management,TACACS-Plus/AAA,2.7.0,1,2.7.0
Security - Access Control - AAA and Policy Management,TACACS-Plus/AAA,9.3(5),1,9.3.5
Identity Services Engine (ISE) - 2.7,ISE APIs (pxGrid / REST),3.0.0,1,3.0.0
Identity Services Engine (ISE) - 2.4,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ISE-2.2.0.470-eval.ova,3,2.2.0.470
Identity Services Engine (ISE) - 2.4,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,ISE-2.3.0.298-virtual-SNS3515-600.ova,3,2.3.0.298
Identity Services Engine (ISE) - 2.6,Authentication / Authorization,2.6.0,1,2.6.0
Identity Services Engine (ISE) - 2.4,ISE Performance (High CPU / Disk Full / GUI Slowness),2.6.0.156,1,2.6.0.156
Identity Services Engine (ISE) - 2.4,ISE Performance (High CPU / Disk Full / GUI Slowness),2.4.0,1,2.4.0
Other,Smart Software Licensing,ASA,3,ASA
Other,Smart Software Licensing,NA-CIN_CLOSE_SW,3,NA-CIN_CLOSE_SW
LAN Switching,Cat6800 (Supervisor 6T) Standalone,cat3k_caa-universalk9.16.06.04.SPA.bin,3,16.06.04
LAN Switching,Cat6800 (Supervisor 6T) Standalone,NA - RMA,3,NA - RMA
XR-Routing-Platforms,ASR 9000 Series Routers,6.3.3,1,6.3.3
XR-Routing-Platforms,ASR 9000 Series Routers,NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
XR-Routing-Platforms,ASR 9000 Series Routers,ASR9K-iosxr-px-6.6.3.tar,3,6.6.3
XR-Routing-Platforms,ASR 9000 Series Routers,ASR9K-iosxr-px-6.4.2.tar,3,6.4.2
XR-Routing-Platforms,ASR 9000 Series Routers,6.1.4,1,6.1.4
XR-Routing-Platforms,ASR 9000 Series Routers,ASR9K-iosxr-px-6.1.4.tar,3,6.1.4
XR-Routing-Platforms,ASR 9000 Series Routers,6.6.3,1,6.6.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-B Authentication and Monitoring Issues (LDAP, RADIUS, TACACS, Users, Roles, SNMP, Traffic Monitoring / SPAN )",ucs-k9-bundle-infra.3.1.2b.A.bin,3,3.1.2b
XR-Routing-Platforms,"ASR 9000 Series - Support protocols (HSRP, VRRP, DHCP, BFD, LACP/Bundle, ARP)",7.1.2,1,7.1.2
XR-Routing-Platforms,"ASR 9000 Series - Network Management (SNMP, AAA, Netconf, Telemetry, Password Recovery)",6.6.3,1,6.6.3
XR-Routing-Platforms,"ASR 9000 Series - Network Management (SNMP, AAA, Netconf, Telemetry, Password Recovery)",7.3.2,1,7.3.2
Telepresence,Webex Room Panorama (On-Prem/not cloud registered),cmterm-ce9_6_4-ce8365c8325.k3.cop.sgn,3,8365c
Identity Services Engine (ISE) - 2.1 and Prior,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.3.0,1,2.3.0
Cisco DNA Center - On-Prem,Cisco DNA Center - Discovery and Inventory,2.2.2.9,3,2.2.2.9
Cisco DNA Center - On-Prem,Cisco DNA Center - Discovery and Inventory,DNAC-SW-2.2.2.8.iso,3,2.2.2.8
Cisco DNA Center - On-Prem,Cisco DNA Center - Discovery and Inventory,1.3.3.7-AIRGAP,1,1.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - Discovery and Inventory,2.2.3.6-AIRGAP,1,2.2.3.6
Cisco DNA Center - On-Prem,Cisco DNA Center - Discovery and Inventory,1.3.3.7,1,1.3.3.7
Identity Services Engine (ISE) - 2.6 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),ise-2.6.0.156.SPA.x86_64.iso,3,2.6.0.156
Identity Services Engine (ISE) - 2.6 and Prior,ISE Performance (High CPU / Memory / IO / GUI Slowness),2.6.0,1,2.6.0
Identity Services Engine (ISE) - 3.0,ISE Dashboards / LiveLogs / Context Visibility,ISE-3.0.0.458-virtual-SNS3695-2400.ova,3,3.0.0.458
Security - VPN and Mobility,Adaptive Security Appliance (ASA) VPN problem,9.8(1),2,9.8.1
Data Center Computing - (UCS Blade and Rack Mount Server Systems),"UCS-C Storage - SAN/Remote Boot (iSCSI, FCoE, Fibre Channel, etc.)",ucs-k9-bundle-infra.4.1.3c.A.bin,3,4.1.3c
Router and IOS-XE Architecture,Cloud Services Router 1000V (CSR1000V),THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Router and IOS-XE Architecture,Cloud Services Router 1000V (CSR1000V),PRODUCT_NOT_FOUND,3,PRODUCT_NOT_FOUND
Wireless,Prime Infrastructure 3.x and above (MSE/CMX interop),WLC MGMT/ERROR MSG,3,WLC MGMT/ERROR MSG
Wireless,Prime Infrastructure 3.x and above (MSE/CMX interop),WLC MANAGEMENT,3,WLC MANAGEMENT
Data Center and Storage Networking,Nexus 9300 (EX/FX/GX/R Series) - VXLAN/EVPN/LISP,9.3(5),1,9.3.5
Identity Services Engine (ISE) - 2.3 and Prior,Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.3.0,1,2.3.0
Telepresence,Telepresence Management Suite TMS Booking and Monitoring (Scheduling and Conference Control Center),TMS_15.10.0,1,15.10.0
Voice - Communications Manager,"Communications Manager Platform (SNMP, NTP, Operating System)",10.5.2,1,10.5.2
Wireless,2700 Series Access Point,8.10.130.0,1,8.10.130.0
Wireless,2700 Series Access Point,8.1.X,1,8.1
Cisco Secure Firewall Firepower - 7.0,Firepower - Monitoring / Eventing / Logging - 7.0,9.15.1 Interim,1,9.15.1
Cloud and Hybrid Products,"Webex Calling for VAR, Dedicated Instance (powered by BroadCloud, cloud-registered IP Phones)",WEBEX CALLING BROADCLOUD 194,3,194
Routing Protocols (Includes NAT and HSRP),Static Routing,NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Identity Services Engine (ISE) - 3.0,ISE Install / Password Recovery / Backup / Restore / Hardware Failure,ISE-3.0.0.458-virtual-SNS3615-SNS3655-600.ova,3,3.0.0.458
Cisco DNA Center - On-Prem,Cisco DNA Center - New Installs and Upgrades,2.2.2.9-AIRGAP,1,2.2.2.9
Cisco DNA Center - On-Prem,Cisco DNA Center - New Installs and Upgrades,1.3.3.7-AIRGAP,1,1.3.3.7
Cisco DNA Center - On-Prem,Cisco DNA Center - New Installs and Upgrades,2.1.2.7,2,2.1.2.7
Identity Services Engine (ISE) - 2.3 and Prior,ISE TC-NAC / ANC,ISE-2.3.0.298-virtual-eval.ova,3,2.3.0.298
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS Central,4.1(3c),1,4.1.3c
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS Central,4.0(4c),1,4.0.4c
LAN Switching,Cat3560,cat9k_iosxeldpe.16.09.03.SPA.bin,3,16.09.03
WAN,WebEx Acceleration Node,NA - COMPONENT ONLY,3,NA - COMPONENT ONLY
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C Network Connectivity,N10-MGT UCSM 2.2(3),3,2.2.3
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C Network Connectivity,3.2(3d),1,3.2.3d
Data Center Computing - (UCS Blade and Rack Mount Server Systems),UCS-C Network Connectivity,3.1(2),1,3.1.2
Identity Services Engine (ISE) - 2.7,ISE Install / Upgrade / Patch / Password Recovery / Backup / Restore / Hardware Failure / Licensing,2.7.0,1,2.7.0
LAN Switching,Cat3850 - Switching Issues,NA,1,NA
LAN Switching,Cat3850 - Switching Issues,1,1,1
LAN Switching,Cat3850/3650 - Unexpected Reboot,16.3.5b,1,16.3.5b
Data Center Storage and Storage Area Networking (SAN),Hyperflex Hardware Infrastructure - System/Other Issue,ucs-c240m5-huu-4.1.3c.iso,3,4.1.3c
Data Center Storage and Storage Area Networking (SAN),Hyperflex Hardware Infrastructure - System/Other Issue,storfs-packages-3.5.2a-31601.tgz,3,3.5.2a
Identity Services Engine (ISE) - 2.3,Performance (High CPU / Disk Full / GUI Slowness),2.2.0,1,2.2.0
LAN Switching,Cat6500/6800 Unexpected Reboot,s72033-advipservicesk9_wan-vz.122-33.SXI2a,3,122.33
LAN Switching,Cat6500/6800 Unexpected Reboot,15.5(1)SY3,1,15.5.1
Identity Services Engine (ISE) - 2.3,Profiling,2.3.0,1,2.3.0
XR-Routing-Platforms,ASR 9000 Series - Install/Upgrade/FPD/CSM,ASR9K-x64-iosxr-px-7.5.2.tar,3,7.5.2
XR-Routing-Platforms,ASR 9000 Series - Install/Upgrade/FPD/CSM,7.4.2,1,7.4.2
Wireless,Catalyst 9800 Wireless LAN Controller 80 Gbps (C9800-80),8.5.140.0,1,8.5.140.0
Wireless,Catalyst 9800 Wireless LAN Controller 80 Gbps (C9800-80),17.7.1,1,17.7.1
Router and IOS-XE Architecture,IOS-XE Memory Leaks,16.12.1s,1,16.12.1s
Router and IOS-XE Architecture,IOS-XE Memory Leaks,16.6.6,1,16.6.6
Voice - Communications Manager,"Communications Manager LDAP Services (Sync, Authentication)",CM SERVICE - ALL OTHERS,3,CM SERVICE - ALL OTHERS
Cisco Secure Firewall Firepower - 7.0,Firepower (NGIPS / NGFW) - Performance Issue (CPU / Memory Utilization / Network / System Performance) - 7.0,6.4.0,1,6.4.0
Cisco Secure Firewall Firepower - 7.0,Firepower (NGIPS / NGFW) - Performance Issue (CPU / Memory Utilization / Network / System Performance) - 7.0,6.2.3.10,1,6.2.3.10
Telepresence,Webex Room Kit (On-Prem/not cloud registered),1,1,1
Telepresence,Webex Room Kit (On-Prem/not cloud registered),CE9.15.3.18,1,9.15.3.18
Security - Network Firewalls and Intrusion Prevention Systems,"FirePOWER - SSL Decryption, SSL Policy (Sourcefire)",THIRD_PARTY_PRODUCT_SW,3,THIRD_PARTY_PRODUCT_SW
Data Center and Storage Networking,Data Center Network Manager (DCNM) - DCNM 11.x and below,11.5(1),1,11.5.1
